,project,module,commit,path_test,test_name,path_src,class_name,mutation,no_mutations,line_coverage,AssertionRoulette,EagerTest,LazyTest,MysteryGuest,SensitiveEquality,ResourceOptimism,ForTestersOnly,IndirectTesting,LOC_prod,HALSTEAD_prod,RFC_prod,CBO_prod,MPC_prod,IFC_prod,DAC_prod,DAC2_prod,LCOM1_prod,LCOM2_prod,LCOM3_prod,LCOM4_prod,CONNECTIVITY_prod,LCOM5_prod,COH_prod,TCC_prod,LCC_prod,ICH_prod,WCM_prod,NOA_prod,NOPA_prod,NOP_prod,McCABE_prod,LOC_test,HALSTEAD_test,RFC_test,CBO_test,MPC_test,IFC_test,DAC_test,DAC2_test,LCOM1_test,LCOM2_test,LCOM3_test,LCOM4_test,CONNECTIVITY_test,LCOM5_test,COH_test,TCC_test,LCC_test,ICH_test,WCM_test,NOA_test,NOPA_test,NOP_test,McCABE_test,csm_CDSBP,csm_CC,csm_FD,csm_Blob,csm_SC,csm_MC,csm_LM,csm_FE,prod_readability,test_readability
27,joda-primitives,,633d512728caa0bafd550810702899a2394c3c7b,/home/dorma10/mutation-analysis/projects/joda-primitives/src/test/java/org/joda/primitives/iterator/impl/TestArrayIntIterator.java,org.joda.primitives.iterator.impl.TestArrayIntIterator,/home/dorma10/mutation-analysis/projects/joda-primitives/src/main/java/org/joda/primitives/iterator/impl/ArrayIntIterator.java,org.joda.primitives.iterator.impl.ArrayIntIterator,0.6504854368932039,103.0,0.6666666666666666,True,True,False,False,False,False,False,False,113,919.2005712150342,13,3,4,4,2,2,28,20,8,9,0.03571428571428571,6,0.3888888888888889,0,0,0.0,9,2,0,0,24,77,328.9180370327502,13,5,6,6,0,0,21,21,0,1,-0.3333333333333333,0,0.0,0,0,0.0,7,0,0,0,11,False,False,False,False,False,False,False,False,0.9193549884690179,0.7785631418228149
28,joda-primitives,,633d512728caa0bafd550810702899a2394c3c7b,/home/dorma10/mutation-analysis/projects/joda-primitives/src/test/java/org/joda/primitives/iterator/impl/TestArrayLongIterator.java,org.joda.primitives.iterator.impl.TestArrayLongIterator,/home/dorma10/mutation-analysis/projects/joda-primitives/src/main/java/org/joda/primitives/iterator/impl/ArrayLongIterator.java,org.joda.primitives.iterator.impl.ArrayLongIterator,0.6504854368932039,103.0,0.6666666666666666,True,True,False,False,False,False,False,False,113,925.2479433940804,13,3,4,4,2,2,28,20,8,9,0.03571428571428571,6,0.3888888888888889,0,0,0.0,9,2,0,0,24,77,328.9180370327502,13,5,6,6,0,0,21,21,0,1,-0.3333333333333333,0,0.0,0,0,0.0,7,0,0,0,11,False,False,False,False,False,False,False,False,0.9199164377318488,0.8078535539763314
29,joda-primitives,,633d512728caa0bafd550810702899a2394c3c7b,/home/dorma10/mutation-analysis/projects/joda-primitives/src/test/java/org/joda/primitives/iterator/impl/TestArrayCharIterator.java,org.joda.primitives.iterator.impl.TestArrayCharIterator,/home/dorma10/mutation-analysis/projects/joda-primitives/src/main/java/org/joda/primitives/iterator/impl/ArrayCharIterator.java,org.joda.primitives.iterator.impl.ArrayCharIterator,0.6530612244897959,98.0,0.6666666666666666,True,True,False,False,False,False,False,False,113,925.2479433940804,13,3,4,4,2,2,28,20,8,9,0.03571428571428571,6,0.3888888888888889,0,0,0.0,9,2,0,0,24,77,328.9180370327502,13,5,6,6,0,0,21,21,0,1,-0.3333333333333333,0,0.0,0,0,0.0,7,0,0,0,11,False,False,False,False,False,False,False,False,0.91802222861184,0.762867271900177
30,joda-primitives,,633d512728caa0bafd550810702899a2394c3c7b,/home/dorma10/mutation-analysis/projects/joda-primitives/src/test/java/org/joda/primitives/iterator/impl/TestArrayBooleanIterator.java,org.joda.primitives.iterator.impl.TestArrayBooleanIterator,/home/dorma10/mutation-analysis/projects/joda-primitives/src/main/java/org/joda/primitives/iterator/impl/ArrayBooleanIterator.java,org.joda.primitives.iterator.impl.ArrayBooleanIterator,0.6380952380952379,105.0,0.6666666666666666,True,True,False,False,False,False,False,False,113,919.2005712150342,13,3,4,4,2,2,28,20,8,9,0.03571428571428571,6,0.3888888888888889,0,0,0.0,9,2,0,0,24,77,280.8534600539607,13,5,6,6,0,0,21,21,0,1,-0.3333333333333333,0,0.0,0,0,0.0,7,0,0,0,11,False,False,False,False,False,False,False,False,0.9162127640512254,0.8120246870177132
31,joda-primitives,,633d512728caa0bafd550810702899a2394c3c7b,/home/dorma10/mutation-analysis/projects/joda-primitives/src/test/java/org/joda/primitives/iterator/impl/TestArrayDoubleIterator.java,org.joda.primitives.iterator.impl.TestArrayDoubleIterator,/home/dorma10/mutation-analysis/projects/joda-primitives/src/main/java/org/joda/primitives/iterator/impl/ArrayDoubleIterator.java,org.joda.primitives.iterator.impl.ArrayDoubleIterator,0.6504854368932039,103.0,0.6666666666666666,True,True,False,False,False,False,False,False,113,925.2479433940804,13,3,4,4,2,2,28,20,8,9,0.03571428571428571,6,0.3888888888888889,0,0,0.0,9,2,0,0,24,77,328.9180370327502,13,5,6,6,0,0,21,21,0,1,-0.3333333333333333,0,0.0,0,0,0.0,7,0,0,0,11,False,False,False,False,False,False,False,False,0.9173003501362272,0.7587441291127887
0,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/wss4j/support/CryptoFactoryBeanTest.java,org.springframework.ws.soap.security.wss4j.support.CryptoFactoryBeanTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/wss4j/support/CryptoFactoryBean.java,org.springframework.ws.soap.security.wss4j.support.CryptoFactoryBean,0.25925925925925924,54.0,0.5714285714285714,False,True,False,False,False,False,False,False,196,1505.099724479902,32,11,18,18,4,4,53,15,38,39,0.3333333333333333,3,0.26785714285714285,0,0,0.0,14,4,0,4,28,67,216.15681497238631,20,7,17,17,1,1,0,0,3,3,1.0,0,1.0,0,0,0.0,3,1,0,1,7,False,False,False,False,False,True,False,False,0.8315855818135398,0.8028505047162374
1,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/wss4j/callback/SpringSecurityPasswordValidationCallbackHandlerTest.java,org.springframework.ws.soap.security.wss4j.callback.SpringSecurityPasswordValidationCallbackHandlerTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/wss4j/callback/SpringSecurityPasswordValidationCallbackHandler.java,org.springframework.ws.soap.security.wss4j.callback.SpringSecurityPasswordValidationCallbackHandler,0.5,34.0,0.5,False,True,False,False,False,False,False,False,116,884.875093205366,29,16,22,22,2,2,17,13,4,6,0.0,5,0.35714285714285715,0,0,0.0,7,2,0,2,18,81,366.2614280874895,21,15,19,19,4,4,0,0,1,1,0.0,0,1.0,0,0,0.0,2,4,0,4,7,False,False,False,False,False,True,False,False,0.5986192779881614,0.3780957460403441
2,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/wss4j/callback/KeyStoreCallbackHandlerTest.java,org.springframework.ws.soap.security.wss4j.callback.KeyStoreCallbackHandlerTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/wss4j/callback/KeyStoreCallbackHandler.java,org.springframework.ws.soap.security.wss4j.callback.KeyStoreCallbackHandler,0.3947368421052632,38.0,0.375,False,False,False,False,False,False,False,False,123,974.1360209685643,20,9,13,13,3,3,10,0,11,11,0.3333333333333333,2,0.4761904761904762,0,0,0.0,7,3,0,3,20,56,189.4560992737077,12,7,10,10,2,2,0,0,1,1,0.0,0,1.0,0,0,0.0,2,2,0,2,5,False,False,False,False,False,False,False,False,0.7187416510922569,0.7203018367290497
3,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/support/TrustManagersFactoryBeanTest.java,org.springframework.ws.soap.security.support.TrustManagersFactoryBeanTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/support/TrustManagersFactoryBean.java,org.springframework.ws.soap.security.support.TrustManagersFactoryBean,0.4358974358974359,39.0,0.6666666666666666,True,True,False,False,False,False,False,False,101,564.5058091042251,12,6,5,5,4,3,17,13,4,4,-0.13333333333333333,1,0.2857142857142857,0,0,0.0,7,4,0,4,13,46,94.68943205049177,11,4,9,9,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,4,False,False,False,False,False,False,False,False,0.8752340163503375,0.5880923271179199
4,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/support/KeyManagersFactoryBeanTest.java,org.springframework.ws.soap.security.support.KeyManagersFactoryBeanTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/support/KeyManagersFactoryBean.java,org.springframework.ws.soap.security.support.KeyManagersFactoryBean,0.37777777777777777,45.0,0.5714285714285714,True,True,False,False,False,False,False,False,113,666.1666602399158,14,6,6,6,5,4,23,18,5,5,-0.09523809523809523,1,0.25,0,0,0.0,8,5,0,5,15,46,94.68943205049177,11,4,9,9,0,0,1,1,0,0,-2.0,0,0.0,0,0,0.0,2,0,0,0,4,False,False,False,False,False,False,False,False,0.8665652349591255,0.6149393916130066
5,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/xwss/XwsSecurityInterceptorTest.java,org.springframework.ws.soap.security.xwss.XwsSecurityInterceptorTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/xwss/XwsSecurityInterceptor.java,org.springframework.ws.soap.security.xwss.XwsSecurityInterceptor,0.0,64.0,0.02,False,False,False,False,False,False,False,True,189,1710.2498958337005,36,21,29,29,3,3,11,1,10,10,0.26666666666666666,2,0.42857142857142855,0,0,0.0,7,3,0,3,19,182,527.9896399370269,64,11,48,48,1,1,105,90,15,15,0.0,10,0.375,0,0,0.0,16,1,0,1,31,False,False,False,False,False,True,False,False,0.7326546311378479,0.5779713997617364
6,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/xwss/callback/SimplePasswordValidationCallbackHandlerTest.java,org.springframework.ws.soap.security.xwss.callback.SimplePasswordValidationCallbackHandlerTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/wss4j/callback/SimplePasswordValidationCallbackHandler.java,org.springframework.ws.soap.security.wss4j.callback.SimplePasswordValidationCallbackHandler,0.0,31.0,0.0,False,False,False,False,False,False,False,False,70,516.2786400032896,12,8,8,8,1,1,0,0,6,6,1.0,0,1.0,0,0,0.0,4,1,0,1,10,97,293.68696789339657,23,5,17,17,1,1,0,0,15,15,1.0,0,1.0,0,0,0.0,6,1,0,1,13,False,False,False,False,False,False,False,False,0.7228855937719345,0.7068015038967133
7,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/xwss/callback/SimpleUsernamePasswordCallbackHandlerTest.java,org.springframework.ws.soap.security.xwss.callback.SimpleUsernamePasswordCallbackHandlerTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/xwss/callback/SimpleUsernamePasswordCallbackHandler.java,org.springframework.ws.soap.security.xwss.callback.SimpleUsernamePasswordCallbackHandler,0.64,25.0,0.6521739130434783,False,False,False,False,False,False,False,False,90,558.0707468523101,9,8,3,3,2,1,6,0,9,9,0.4,2,0.6666666666666666,0,0,0.0,6,2,0,2,10,49,145.01682210419045,11,5,8,8,1,1,0,0,3,3,1.0,0,1.0,0,0,0.0,3,1,0,1,7,False,False,False,False,False,False,False,False,0.8451079030831655,0.6859860817591349
8,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/xwss/callback/KeyStoreCallbackHandlerTest.java,org.springframework.ws.soap.security.xwss.callback.KeyStoreCallbackHandlerTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/wss4j/callback/KeyStoreCallbackHandler.java,org.springframework.ws.soap.security.wss4j.callback.KeyStoreCallbackHandler,0.0,38.0,0.0,False,False,False,False,False,False,False,False,123,974.1360209685643,20,9,13,13,3,3,10,0,11,11,0.3333333333333333,2,0.4761904761904762,0,0,0.0,7,3,0,3,20,37,77.98501340079045,4,2,2,2,1,1,0,0,1,1,0.0,0,1.0,0,0,0.0,2,1,0,1,5,False,False,False,False,False,False,False,False,0.7187416510922569,0.8712855577468872
9,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/xwss/callback/DefaultTimestampValidatorTest.java,org.springframework.ws.soap.security.xwss.callback.DefaultTimestampValidatorTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/xwss/callback/DefaultTimestampValidator.java,org.springframework.ws.soap.security.xwss.callback.DefaultTimestampValidator,0.2541254125412541,303.0,0.8333333333333334,False,False,False,False,False,False,False,False,133,915.5643110513116,33,6,27,27,0,0,15,15,0,6,0.1,0,0.0,0,0,0.0,6,0,0,0,25,45,103.5783681597883,5,3,2,2,1,1,0,0,3,3,1.0,0,1.0,0,0,0.0,3,1,0,1,7,False,False,False,False,False,False,False,False,0.4156886860728264,0.8288850784301758
10,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/xwss/callback/SpringUsernamePasswordCallbackHandlerTest.java,org.springframework.ws.soap.security.xwss.callback.SpringUsernamePasswordCallbackHandlerTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/xwss/callback/SpringUsernamePasswordCallbackHandler.java,org.springframework.ws.soap.security.xwss.callback.SpringUsernamePasswordCallbackHandler,0.7954545454545454,44.0,0.7647058823529411,False,False,False,False,False,False,False,False,70,451.76984360349417,9,8,8,8,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,6,59,173.83901718312856,13,9,9,9,1,1,3,0,3,3,0.0,1,0.75,0,0,0.0,4,1,0,1,9,False,False,False,False,False,False,False,False,0.471250832080841,0.6825190037488937
11,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/xwss/callback/SpringDigestPasswordValidationCallbackHandlerTest.java,org.springframework.ws.soap.security.xwss.callback.SpringDigestPasswordValidationCallbackHandlerTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/xwss/callback/SpringDigestPasswordValidationCallbackHandler.java,org.springframework.ws.soap.security.xwss.callback.SpringDigestPasswordValidationCallbackHandler,0.71875,64.0,0.75,False,False,False,False,False,False,False,False,159,1277.7528684363174,19,18,14,14,2,2,6,2,4,5,0.16666666666666666,3,0.5,0,0,0.0,5,2,0,2,16,141,487.3779435316733,59,15,52,52,5,4,6,0,15,15,0.6,0,0.6571428571428571,0,0,0.0,7,5,0,5,20,False,False,False,False,False,True,False,False,0.7092377415725163,0.4880560636520386
12,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/xwss/callback/SpringCertificateValidationCallbackHandlerTest.java,org.springframework.ws.soap.security.xwss.callback.SpringCertificateValidationCallbackHandlerTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/xwss/callback/SpringCertificateValidationCallbackHandler.java,org.springframework.ws.soap.security.xwss.callback.SpringCertificateValidationCallbackHandler,0.6176470588235294,34.0,0.6428571428571429,False,False,False,False,False,False,False,False,121,925.5348210679207,7,14,3,3,2,2,5,4,1,1,-0.6666666666666666,3,0.375,0,0,0.0,4,2,0,2,9,117,414.1095688396685,46,18,41,41,4,4,4,0,6,6,0.3333333333333333,0,0.6,0,0,0.0,5,4,0,4,14,False,False,False,False,False,True,False,False,0.7142294585704804,0.5191350162029267
13,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/xwss/callback/SpringPlainTextPasswordValidationCallbackHandlerTest.java,org.springframework.ws.soap.security.xwss.callback.SpringPlainTextPasswordValidationCallbackHandlerTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/xwss/callback/SpringPlainTextPasswordValidationCallbackHandler.java,org.springframework.ws.soap.security.xwss.callback.SpringPlainTextPasswordValidationCallbackHandler,0.627906976744186,43.0,0.6666666666666666,False,False,False,False,False,False,False,False,123,991.2736166792745,8,13,4,4,2,2,5,4,1,1,-0.6666666666666666,3,0.375,0,0,0.0,4,2,0,2,10,108,362.9525894196896,37,15,32,32,5,4,4,0,6,6,0.3333333333333333,0,0.64,0,0,0.0,5,5,0,5,13,False,False,False,False,False,True,False,False,0.7019532322883606,0.4883114218711853
14,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/xwss/callback/jaas/JaasCertificateValidationCallbackHandlerTest.java,org.springframework.ws.soap.security.xwss.callback.jaas.JaasCertificateValidationCallbackHandlerTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/xwss/callback/jaas/JaasCertificateValidationCallbackHandler.java,org.springframework.ws.soap.security.xwss.callback.jaas.JaasCertificateValidationCallbackHandler,0.6363636363636364,11.0,0.8,False,False,False,False,False,False,False,False,103,723.5454202396855,2,7,1,1,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,5,63,224.60888843897305,17,8,15,15,2,2,0,0,1,1,0.0,0,1.0,0,0,0.0,2,2,0,2,7,False,False,False,False,False,False,False,False,0.5560337156057358,0.6187174022197723
15,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/xwss/callback/jaas/JaasPlainTextPasswordValidationCallbackHandlerTest.java,org.springframework.ws.soap.security.xwss.callback.jaas.JaasPlainTextPasswordValidationCallbackHandlerTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/xwss/callback/jaas/JaasPlainTextPasswordValidationCallbackHandler.java,org.springframework.ws.soap.security.xwss.callback.jaas.JaasPlainTextPasswordValidationCallbackHandler,0.65,20.0,0.8571428571428571,False,False,False,False,False,False,False,False,123,813.9681662055908,3,9,2,2,0,0,0,0,0,0,1.0,0,0.0,0,0,0.0,1,0,0,0,5,55,166.8502435762669,14,4,11,11,1,1,0,0,3,3,1.0,0,1.0,0,0,0.0,3,1,0,1,7,False,False,False,False,False,False,False,False,0.5161413550376892,0.6262918512026469
16,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/callback/CallbackHandlerChainTest.java,org.springframework.ws.soap.security.callback.CallbackHandlerChainTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/callback/CallbackHandlerChain.java,org.springframework.ws.soap.security.callback.CallbackHandlerChain,0.8181818181818182,55.0,0.9230769230769232,False,False,False,False,False,False,False,False,59,387.3589480442636,4,4,1,1,1,1,0,0,3,3,1.0,0,1.0,0,0,0.0,3,1,0,1,8,58,195.31207690345482,8,4,3,3,3,2,7,4,3,9,0.8333333333333334,1,0.4666666666666667,0,0,0.0,5,3,0,3,9,False,False,False,False,False,False,False,False,0.7287725806236267,0.6874618411064148
17,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/wss4j2/support/CryptoFactoryBeanTest.java,org.springframework.ws.soap.security.wss4j2.support.CryptoFactoryBeanTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/wss4j/support/CryptoFactoryBean.java,org.springframework.ws.soap.security.wss4j.support.CryptoFactoryBean,0.0,54.0,0.0,False,True,False,False,False,False,False,False,196,1505.099724479902,32,11,18,18,4,4,53,15,38,39,0.3333333333333333,3,0.26785714285714285,0,0,0.0,14,4,0,4,28,63,208.6373013485436,16,6,13,13,1,1,0,0,3,3,1.0,0,1.0,0,0,0.0,3,1,0,1,7,False,False,False,False,False,True,False,False,0.8315855818135398,0.8315276106198629
18,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/wss4j2/callback/SpringSecurityPasswordValidationCallbackHandlerTest.java,org.springframework.ws.soap.security.wss4j2.callback.SpringSecurityPasswordValidationCallbackHandlerTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/wss4j/callback/SpringSecurityPasswordValidationCallbackHandler.java,org.springframework.ws.soap.security.wss4j.callback.SpringSecurityPasswordValidationCallbackHandler,0.0,34.0,0.0,True,True,False,False,False,False,False,False,116,884.875093205366,29,16,22,22,2,2,17,13,4,6,0.0,5,0.35714285714285715,0,0,0.0,7,2,0,2,18,116,472.0486444494751,44,17,40,40,5,5,0,0,6,6,1.0,0,0.7,0,0,0.0,4,5,0,5,13,False,False,False,False,False,True,False,False,0.5986192779881614,0.34971703588962555
19,spring-ws,spring-ws-security,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/test/java/org/springframework/ws/soap/security/wss4j2/callback/KeyStoreCallbackHandlerTest.java,org.springframework.ws.soap.security.wss4j2.callback.KeyStoreCallbackHandlerTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-security/src/main/java/org/springframework/ws/soap/security/wss4j/callback/KeyStoreCallbackHandler.java,org.springframework.ws.soap.security.wss4j.callback.KeyStoreCallbackHandler,0.0,38.0,0.0,False,False,False,False,False,False,False,False,123,974.1360209685643,20,9,13,13,3,3,10,0,11,11,0.3333333333333333,2,0.4761904761904762,0,0,0.0,7,3,0,3,20,55,189.4560992737077,12,7,10,10,2,2,0,0,1,1,0.0,0,1.0,0,0,0.0,2,2,0,2,5,False,False,False,False,False,False,False,False,0.7187416510922569,0.7203018367290497
20,spring-ws,spring-ws-test,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-test/src/test/java/org/springframework/ws/test/client/UriMatcherTest.java,org.springframework.ws.test.client.UriMatcherTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-test/src/main/java/org/springframework/ws/test/client/UriMatcher.java,org.springframework.ws.test.client.UriMatcher,0.6666666666666666,3.0,1.0,False,False,False,False,False,False,False,False,43,138.96021697432428,4,3,2,2,1,1,0,0,1,1,0.0,0,1.0,0,0,0.0,2,1,0,1,2,48,110.46087629328336,15,4,13,13,1,1,0,0,1,1,0.0,0,1.0,0,0,0.0,2,1,0,1,2,False,False,False,False,False,False,False,False,0.7502118051052094,0.5755739659070969
21,spring-ws,spring-ws-test,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-test/src/test/java/org/springframework/ws/test/client/WebServiceMessageMatcherAdapterTest.java,org.springframework.ws.test.client.WebServiceMessageMatcherAdapterTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-test/src/main/java/org/springframework/ws/test/client/WebServiceMessageMatcherAdapter.java,org.springframework.ws.test.client.WebServiceMessageMatcherAdapter,0.6666666666666666,3.0,1.0,False,False,False,False,False,False,False,True,45,203.92777161836932,4,5,2,2,1,1,0,0,1,1,0.0,0,1.0,0,0,0.0,2,1,0,1,3,57,157.71915545052866,6,6,4,4,3,3,0,0,1,1,0.0,0,1.0,0,0,0.0,2,3,0,3,6,False,False,False,False,False,False,False,False,0.6852238476276398,0.7955330908298492
22,spring-ws,spring-ws-test,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-test/src/test/java/org/springframework/ws/test/client/MockWebServiceMessageSenderTest.java,org.springframework.ws.test.client.MockWebServiceMessageSenderTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-test/src/main/java/org/springframework/ws/test/client/MockWebServiceMessageSender.java,org.springframework.ws.test.client.MockWebServiceMessageSender,0.4868421052631579,76.0,0.7391304347826086,False,True,False,False,False,False,False,False,87,588.1970001063728,15,7,10,10,2,2,4,0,6,6,0.3333333333333333,1,0.8,0,0,0.0,5,2,0,2,13,52,109.861228866811,12,4,8,8,1,1,0,0,6,6,1.0,0,1.0,0,0,0.0,4,1,0,1,11,False,False,False,False,False,False,False,False,0.6946529507637024,0.7516026347875595
23,spring-ws,spring-ws-test,a7e5aeb68c9e5dffe7a21069ad2d1d0330c00c60,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-test/src/test/java/org/springframework/ws/test/client/ResponseCreatorsTest.java,org.springframework.ws.test.client.ResponseCreatorsTest,/home/dorma10/mutation-analysis/projects/spring-ws/spring-ws-test/src/main/java/org/springframework/ws/test/client/ResponseCreators.java,org.springframework.ws.test.client.ResponseCreators,0.7083333333333334,48.0,0.8333333333333334,True,True,False,False,False,False,False,True,222,1207.142896547321,37,13,21,21,0,0,120,120,0,2,-0.1238095238095238,0,0.0,0,0,0.0,16,0,0,0,37,184,716.1784091461448,70,19,56,56,2,2,75,59,16,24,0.14102564102564102,10,0.2857142857142857,0,0,0.0,14,2,0,2,34,False,False,False,False,False,True,False,False,0.7981795767943064,0.4638409295252392
